35.0,0.986736178457069,0.3199487063055776,0.8963471015127372,NaN,NaN,73.0,68.0,8.0,0.3587297776959958,
93.0,0.2808322265997,0.6555457527140988,0.16323318338889214,NaN,NaN,16.0,34.0,10.0,0.6346391872288315,
74.0,0.8882169267708178,0.01453933761324333,0.15713835222055716,NaN,NaN,94.0,12.0,8.0,0.06572738761790498,
79.0,0.8567515886423144,0.2112863748247088,0.20949978603094477,NaN,NaN,79.0,56.0,65.0,0.9437267121423158,
40.0,0.6811305096556539,0.14510846711743286,0.1557995489593288,NaN,NaN,32.0,53.0,54.0,0.030446501522960356,
57.0,0.3412432294689709,0.09796257091285909,0.41091064916516706,NaN,NaN,91.0,90.0,71.0,0.008380890906453442,
25.0,0.01628008132587966,0.9324776533106297,0.16933811713741398,NaN,NaN,39.0,57.0,26.0,0.7062883911119013,
13.0,0.9140061221635807,0.2516322692147769,0.7608942496419826,NaN,NaN,42.0,87.0,98.0,0.7063732808191535,
54.0,0.7076284967707571,0.938627309260078,0.12770836204406621,NaN,NaN,90.0,51.0,70.0,0.6509077341630789,
17.0,0.7835539803873646,0.7052095193740247,0.9090541945602049,NaN,NaN,53.0,38.0,95.0,0.8086030617269483,
18.0,0.9402638688991187,0.9070540098462708,0.08752153065712087,NaN,NaN,93.0,93.0,59.0,0.26750517261991413,
97.0,0.3196229093678943,0.5449631433236035,0.138009152615588,NaN,NaN,22.0,85.0,19.0,0.6057270507597694,
56.0,0.628445331639323,0.6381594259922245,0.8401907364253591,NaN,NaN,10.0,29.0,87.0,0.6696486485418889,
85.0,0.45475012198810427,0.9638772422702976,0.1717676985758545,NaN,NaN,80.0,98.0,36.0,0.6868026543365278,
93.0,0.31349712196108237,0.5222326608162006,0.5790547859099378,NaN,NaN,33.0,82.0,8.0,0.7876614581559221,
12.0,0.14110868823104128,0.07662845163302678,0.6953943403678289,NaN,NaN,75.0,23.0,69.0,0.9150220391125299,
61.0,0.8137257830583646,0.4781149710519378,0.7821346727212537,NaN,NaN,84.0,33.0,13.0,0.3157151794805597,
9.0,0.47078594898818305,0.3987881736214034,0.8909117402879159,NaN,NaN,71.0,49.0,12.0,0.4751271377449209,
82.0,0.3100304344192114,0.16284617393266887,0.030180637254062725,NaN,NaN,88.0,53.0,54.0,0.5337259825302524,
59.0,0.6085874945488169,0.5780254661018158,0.26503877536801823,NaN,NaN,86.0,21.0,97.0,0.8944113801667634,
55.0,0.83491465879908,0.7976253834267641,0.21790097175726963,NaN,NaN,31.0,36.0,65.0,0.8344111970951399,
45.0,0.24631826587089678,0.6957682729209054,0.41284352390404333,NaN,NaN,97.0,50.0,36.0,0.7272591442322355,
56.0,0.3629677442147551,0.1806187543249791,0.8258046640563255,NaN,NaN,74.0,85.0,96.0,0.9427191557022859,
93.0,0.37611822475220213,0.08512590003235387,0.1787132502544836,NaN,NaN,88.0,9.0,82.0,0.17586626094618363,
93.0,0.9657749960153995,0.9027670616249189,0.21761137025209165,NaN,NaN,89.0,63.0,44.0,0.17714824847948374,
41.0,0.29373419448993665,0.9084912548921708,0.4664749228591172,NaN,NaN,6.0,88.0,90.0,0.8530161441474008,
2.0,0.3284681090039533,0.7560460823509906,0.13629027510191705,NaN,NaN,93.0,16.0,46.0,0.5891055958654675,
81.0,0.14190590034296002,0.8398581954647829,0.24541757503975892,NaN,NaN,4.0,13.0,99.0,0.9436833467181942,
34.0,0.1441201925597958,0.8076158588181869,0.8564944310385028,NaN,NaN,85.0,17.0,28.0,0.6728898144640323,
94.0,0.4842083634808967,0.5950815169955632,0.7140022233289439,NaN,NaN,28.0,35.0,74.0,0.21490667310568345,
2.0,0.6654568947345305,0.9562973081043783,0.4307177478588198,NaN,NaN,77.0,23.0,69.0,0.15024836890912574,
14.0,0.2664972443547722,0.29560665864739144,0.2408021428862256,NaN,NaN,41.0,85.0,64.0,0.8524511903628123,
33.0,0.3185879726128694,0.34107288595987006,0.47115912206581056,NaN,NaN,94.0,96.0,6.0,0.9627888735429714,
48.0,0.3378210212772118,0.9425141980370366,0.4827323957290863,NaN,NaN,25.0,78.0,62.0,0.5006055381798306,
14.0,0.7436211737987433,0.5174683619646565,0.21500635990570294,NaN,NaN,48.0,1.0,39.0,0.7593230242200157,
56.0,0.3119564873023213,0.6104791704228164,0.4855475303157146,NaN,NaN,80.0,58.0,75.0,0.8077772185812431,
63.0,0.3470245138258937,0.24142699899720077,0.7072894438637631,NaN,NaN,19.0,80.0,0.0,0.646812719044899,
11.0,0.9790440483409744,0.19526127402592341,0.3318712275871327,NaN,NaN,43.0,57.0,54.0,0.8208875338999303,
6.0,0.5240521789262971,0.1296000109912986,0.5587140019876871,NaN,NaN,52.0,32.0,63.0,0.39069504217521345,
35.0,0.03039379774008366,0.9753401419255024,0.9543894123518512,NaN,NaN,39.0,39.0,45.0,0.21553958312067023,
92.0,0.443338248058062,0.626777118250886,0.16547346462820678,NaN,NaN,87.0,49.0,89.0,0.44766294986918886,
91.0,0.2627142218785855,0.2963891577255726,0.48351424539373133,NaN,NaN,73.0,92.0,94.0,0.20174795935906498,
71.0,0.2905276555014056,0.3164304638222972,0.914942780244028,NaN,NaN,31.0,2.0,37.0,0.5663612429165386,
65.0,0.5898024080651647,0.31134834488173435,0.9121344224170771,NaN,NaN,71.0,3.0,9.0,0.884355543554542,
31.0,0.05637316507813672,0.854786828737777,0.12751030889611126,NaN,NaN,83.0,71.0,70.0,0.48566074290740713,
88.0,0.05933103053977329,0.42391762909597186,0.0732538832079972,NaN,NaN,68.0,17.0,75.0,0.34277141984351545,
75.0,0.7953423644809721,0.31901157286827797,0.7377602531294595,NaN,NaN,50.0,62.0,85.0,0.32201495912234857,
39.0,0.6203373153342784,0.36050589753787665,0.05111202028264561,NaN,NaN,68.0,33.0,46.0,0.16185230404360007,
44.0,0.8843226358290985,0.8265119972462746,0.28028122426930846,NaN,NaN,62.0,89.0,96.0,0.04459056120250171,
98.0,0.3860054681257773,0.3160403795395321,0.01710137811965573,NaN,NaN,78.0,77.0,87.0,0.2025021938153898,
78.0,0.9559717624748759,0.6741910334314544,0.3078416620270107,NaN,NaN,96.0,16.0,6.0,0.6056649468149262,
50.0,0.428304782244347,0.8995881028158741,0.5341467480138401,NaN,NaN,82.0,11.0,18.0,0.08146027087565211,
